Id,SalePrice
1636,182324.08
1637,180490.67
1638,179471.6
1639,183092.83
1640,184213.27
1641,183157.23
1642,180598.33
1643,179410.73
1644,182333.66
1645,178318.33
1646,180307.7
1647,181517.06
1648,180783.33
1649,181968.39
1650,181690.73
1651,181141.2
1652,180208.53
1653,179394.2
1654,178927.61
1655,174730.8
1656,177874.48
1657,178484.3
1658,177962.62
1659,178687.05
1660,180453.75
1661,183303.77
1662,183640.73
1663,182010.5
1664,179203.4
1665,181871.56
1666,181227.38
1667,179540.11
1668,179335.9
1669,180861.83
1670,181849.48
1671,183281.69
1672,184793.8
1673,183106.25
1674,181885.58
1675,183078.0
1676,180989.6
1677,182990.3
1678,179690.7
1679,183902.11
1680,181163.86
1681,181257.31
1682,183808.73
1683,183131.67
1684,181645.1
1685,182576.98
1686,181241.39
1687,180102.83
1688,182635.28
1689,182251.42
1690,182750.58
1691,181912.05
1692,180597.7
1693,179302.61
1694,182292.14
1695,181287.05
1696,179938.48
1697,181788.02
1698,185466.05
1699,180737.67
1700,183260.67
1701,183663.16
1702,181104.77
1703,181838.23
1704,182336.83
1705,182870.33
1706,180303.38
1707,179500.81
1708,181151.06
1709,181635.55
1710,181820.1
1711,182283.7
1712,182646.98
1713,182332.83
1714,180114.48
1715,180788.62
1716,180966.92
1717,181206.86
1718,181180.86
1719,181216.53
1720,178091.56
1721,180016.88
1722,180294.88
1723,180112.48
1724,179987.08
1725,182048.94
1726,180354.38
1727,178702.61
1728,178852.62
1729,180922.6
1730,180548.23
1731,180255.98
1732,179355.92
1733,182198.14
1734,176355.66
1735,180118.8
1736,180033.92
1737,181666.7
1738,180577.58
1739,181356.98
1740,179242.45
1741,181174.36
1742,181468.64
1743,180794.94
1744,179301.2
1745,180457.86
1746,176663.45
1747,181273.88
1748,180296.7
1749,178510.5
1750,181331.02
1751,184611.14
1752,180647.72
1753,181361.45
1754,179986.92
1755,180073.92
1756,185199.42
1757,182186.55
1758,181475.58
1759,180166.02
1760,180395.7
1761,181945.05
1762,181526.08
1763,181333.11
1764,179146.14
1765,175584.36
1766,179666.44
1767,182258.27
1768,182199.23
1769,182600.7
1770,181898.83
1771,178408.58
1772,178461.25
1773,181209.92
1774,183907.98
1775,180425.27
1776,180310.55
1777,181348.95
1778,182144.17
1779,177014.58
1780,181852.7
1781,181909.55
1782,180373.39
1783,181189.17
1784,181745.17
1785,181651.89
1786,189089.73
1787,181873.64
1788,175729.28
1789,180565.06
1790,183429.2
1791,183680.45
1792,180595.2
1793,177528.45
1794,182417.38
1795,180767.48
1796,176185.89
1797,180075.33
1798,179223.9
1799,180294.16
1800,180484.36
1801,180648.98
1802,185090.92
1803,182112.42
1804,181194.27
1805,181390.86
1806,179969.08
1807,182235.39
1808,182856.39
1809,182109.23
1810,181775.56
1811,175832.8
1812,180363.69
1813,178235.14
1814,178575.36
1815,177898.5
1816,178266.27
1817,180751.45
1818,178281.55
1819,179793.03
1820,178201.92
1821,180120.62
1822,183062.61
1823,174795.03
1824,180848.03
1825,179960.4
1826,179199.52
1827,181196.75
1828,180669.39
1829,178127.89
1830,180138.3
1831,181082.22
1832,179312.16
1833,180459.52
1834,180128.38
1835,173424.83
1836,179584.2
1837,176624.08
1838,176917.3
1839,178200.08
1840,176696.64
1841,181346.3
1842,174977.69
1843,179635.6
1844,177888.11
1845,184563.64
1846,179287.64
1847,182774.8
1848,175405.48
1849,179070.3
1850,180287.3
1851,182437.55
1852,180045.98
1853,178656.55
1854,180062.98
1855,178906.61
1856,182177.12
1857,179720.47
1858,177343.36
1859,176839.55
1860,181803.64
1861,177376.6
1862,182269.3
1863,181526.8
1864,181529.66
1865,183264.69
1866,182933.05
1867,181555.22
1868,182901.98
1869,182575.73
1870,180847.38
1871,181212.9
1872,183139.52
1873,180896.02
1874,181476.02
1875,179598.73
1876,182622.48
1877,181718.05
1878,180273.73
1879,182192.42
1880,181981.84
1881,182166.44
1882,182820.3
1883,181351.86
1884,182170.7
1885,180648.14
1886,182739.33
1887,182987.8
1888,181386.53
1889,182439.92
1890,178885.58
1891,177335.77
1892,177132.08
1893,179169.98
1894,182889.25
1895,182988.92
1896,183349.7
1897,178426.58
1898,177847.42
1899,181555.2
1900,178329.98
1901,180230.11
1902,181153.56
1903,183257.11
1904,178178.86
1905,179103.6
1906,174643.58
1907,176767.45
1908,178755.48
1909,179571.31
1910,179222.48
1911,180151.8
1912,179786.69
1913,183464.11
1914,175521.52
1915,179335.52
1916,165310.17
1917,180772.48
1918,181507.11
1919,180364.88
1920,180518.42
1921,180673.89
1922,178370.39
1923,180601.67
1924,178127.67
1925,181677.67
1926,180686.19
1927,181384.83
1928,180811.92
1929,179526.89
1930,178966.42
1931,179431.78
1932,182355.53
1933,176299.45
1934,182281.3
1935,182756.98
1936,181850.52
1937,182550.97
1938,182645.7
1939,181088.33
1940,178836.17
1941,180854.88
1942,179720.44
1943,178598.14
1944,180538.44
1945,181490.98
1946,175134.39
1947,176563.1
1948,180114.11
1949,180168.58
1950,180316.72
1951,182436.47
1952,179797.73
1953,182792.19
1954,181092.88
1955,181728.98
1956,175912.58
1957,180856.22
1958,179773.72
1959,181916.16
1960,180801.42
1961,179430.23
1962,178281.89
1963,179535.95
1964,180599.53
1965,175983.08
1966,176981.1
1967,180205.12
1968,182417.77
1969,182303.42
1970,183820.14
1971,178742.23
1972,183124.86
1973,182308.44
1974,182492.02
1975,180934.6
1976,183057.12
1977,184372.55
1978,183704.9
1979,182715.73
1980,181300.7
1981,181894.95
1982,182286.47
1983,181325.64
1984,180970.95
1985,181254.06
1986,181663.52
1987,177950.97
1988,182836.61
1989,182293.33
1990,182470.06
1991,183036.17
1992,183894.31
1993,178457.73
1994,181379.11
1995,181715.61
1996,182761.36
1997,179948.3
1998,183377.89
1999,184849.67
2000,182683.14
2001,178889.53
2002,181542.9
2003,181528.8
2004,181380.78
2005,180591.66
2006,180703.17
2007,181999.55
2008,178766.17
2009,180596.05
2010,181887.97
2011,179226.5
2012,180252.17
2013,180782.17
2014,181269.3
2015,180522.69
2016,182327.48
2017,180391.73
2018,177057.86
2019,182087.17
2020,178108.2
2021,177965.95
2022,179646.39
2023,178518.84
2024,182404.64
2025,182930.47
2026,180287.55
2027,179323.92
2028,179709.05
2029,179414.88
2030,181752.78
2031,182656.98
2032,182095.64
2033,181206.67
2034,179126.36
2035,183081.42
2036,181699.08
2037,180123.73
2038,177773.62
2039,176647.86
2040,180306.3
2041,175685.84
2042,180086.92
2043,179033.44
2044,180565.16
2045,180219.08
2046,180334.3
2047,181860.3
2048,181365.2
2049,183998.12
2050,181891.67
2051,176796.03
2052,179179.5
2053,182810.67
2054,175834.81
2055,178719.81
2056,182717.61
2057,180083.17
2058,183621.52
2059,181737.28
2060,182477.77
2061,181996.11
2062,181255.77
2063,180199.7
2064,180864.7
2065,178227.23
2066,182639.61
2067,177968.69
2068,181522.8
2069,177123.67
2070,179743.64
2071,180268.7
2072,178633.86
2073,178220.78
2074,175035.17
2075,180730.95
2076,180357.1
2077,179130.77
2078,181464.97
2079,180345.28
2080,178623.05
2081,178984.19
2082,182106.3
2083,181099.88
2084,180300.97
2085,179983.39
2086,181836.27
2087,180552.86
2088,178902.17
2089,180430.89
2090,178991.36
2091,181447.56
2092,181351.86
2093,177115.27
2094,179310.34
2095,180098.36
2096,177930.92
2097,180170.67
2098,178528.27
2099,178426.58
2100,178239.61
2101,180005.61
2102,179946.83
2103,182225.58
2104,177064.7
2105,180644.69
2106,172254.2
2107,182744.02
2108,180907.36
2109,182917.73
2110,178923.2
2111,177121.67
2112,181031.55
2113,180860.23
2114,177326.05
2115,182685.55
2116,179796.34
2117,180171.55
2118,182820.61
2119,177787.14
2120,177368.61
2121,170009.2
2122,180239.61
2123,178143.14
2124,178415.66
2125,179296.12
2126,180643.61
2127,177889.08
2128,178133.8
2129,173873.77
2130,179779.14
2131,186107.0
2132,178235.75
2133,182441.36
2134,178738.36
2135,176699.45
2136,172751.36
2137,181957.67
2138,180003.16
2139,182645.05
2140,181030.08
2141,175656.61
2142,180217.17
2143,178951.8
2144,174591.98
2145,181910.36
2146,179064.88
2147,177596.89
2148,177989.81
2149,177765.45
2150,182339.39
2151,180591.4
2152,173057.88
2153,180009.28
2154,179225.77
2155,181452.67
2156,179426.23
2157,181883.64
2158,183742.67
2159,181953.17
2160,180699.9
2161,181773.45
2162,181349.58
2163,182092.61
2164,178741.39
2165,175387.55
2166,181386.92
2167,181386.14
2168,180853.62
2169,181608.98
2170,180616.05
2171,180689.61
2172,181031.84
2173,178496.5
2174,183599.88
2175,180644.2
2176,181596.84
2177,182635.28
2178,183205.39
2179,180918.8
2180,182983.17
2181,181453.5
2182,180736.11
2183,181595.78
2184,180194.89
2185,177651.22
2186,179275.08
2187,181132.61
2188,181901.39
2189,183537.36
2190,175487.19
2191,175426.2
2192,177632.53
2193,179008.36
2194,177175.9
2195,177207.64
2196,179515.3
2197,181931.44
2198,179391.3
2199,178997.2
2200,179558.0
2201,181275.58
2202,178794.3
2203,180899.02
2204,179667.1
2205,178310.23
2206,176213.16
2207,177892.34
2208,182875.42
2209,181583.98
2210,179868.73
2211,179351.4
2212,181711.11
2213,180549.34
2214,177858.94
2215,181217.45
2216,179153.22
2217,153579.98
2218,176014.4
2219,175564.72
2220,169921.1
2221,179530.45
2222,178098.92
2223,181168.47
2224,183241.39
2225,180911.05
2226,182473.36
2227,181822.75
2228,180378.89
2229,179753.02
2230,180608.77
2231,180384.23
2232,182421.31
2233,179670.14
2234,181746.0
2235,182142.53
2236,180219.08
2237,181670.69
2238,181318.11
2239,176693.33
2240,178896.64
2241,176728.38
2242,180116.02
2243,179804.19
2244,178712.8
2245,178824.8
2246,179831.62
2247,177961.83
2248,179560.77
2249,182376.94
2250,181603.47
2251,175450.89
2252,182298.03
2253,180010.02
2254,179953.06
2255,181892.55
2256,181248.55
2257,181812.14
2258,180749.6
2259,181640.08
2260,175004.48
2261,178863.25
2262,180078.55
2263,181942.2
2264,179572.7
2265,180822.48
2266,179735.31
2267,182711.31
2268,174824.92
2269,178740.84
2270,181521.39
2271,183139.77
2272,177633.22
2273,180280.14
2274,182381.8
2275,178855.3
2276,175401.77
2277,181205.67
2278,182440.73
2279,179217.48
2280,179124.81
2281,179953.36
2282,180053.14
2283,179313.06
2284,180506.16
2285,176686.25
2286,182152.98
2287,180978.27
2288,180232.58
2289,183069.28
2290,183194.52
2291,182955.83
2292,183043.72
2293,183637.95
2294,181945.42
2295,180812.86
2296,182227.45
2297,182089.67
2298,179532.3
2299,183498.97
2300,181793.36
2301,181860.9
2302,181361.61
2303,180811.7
2304,180059.08
2305,181693.23
2306,181692.8
2307,181979.77
2308,177969.3
2309,181273.92
2310,181947.8
2311,180882.5
2312,178154.62
2313,180894.83
2314,179474.06
2315,180985.95
2316,181009.05
2317,180649.73
2318,181592.55
2319,181026.81
2320,180841.14
2321,182556.42
2322,180660.33
2323,180214.05
2324,180624.88
2325,180538.39
2326,180474.56
2327,182147.5
2328,182713.38
2329,182349.9
2330,182124.67
2331,183566.48
2332,183552.11
2333,182349.42
2334,182204.16
2335,182825.72
2336,182630.2
2337,180327.33
2338,181590.64
2339,180169.64
2340,182526.42
2341,177408.75
2342,183294.52
2343,181540.78
2344,181426.86
2345,180865.8
2346,181123.05
2347,179908.27
2348,182697.92
2349,181164.83
2350,179614.31
2351,178985.16
2352,181416.05
2353,181885.2
2354,180019.55
2355,180667.67
2356,180280.55
2357,181333.0
2358,180504.73
2359,183082.78
2360,179998.97
2361,180468.19
2362,180408.67
2363,178782.36
2364,178612.52
2365,181097.16
2366,178351.77
2367,178203.58
2368,179490.84
2369,177016.08
2370,180987.02
2371,180311.77
2372,179184.7
2373,181899.62
2374,181236.97
2375,176347.08
2376,180519.98
2377,181488.95
2378,177997.4
2379,179249.75
2380,178403.34
2381,179485.64
2382,181459.2
2383,182453.61
2384,183757.98
2385,180036.39
2386,179075.45
2387,180480.64
2388,177840.23
2389,178751.8
2390,179797.64
2391,179090.73
2392,179563.45
2393,178587.62
2394,179433.67
2395,182433.42
2396,181439.17
2397,182976.8
2398,180465.36
2399,172997.23
2400,176568.14
2401,176986.02
2402,181584.45
2403,182041.3
2404,178736.48
2405,179830.02
2406,185450.64
2407,181135.77
2408,178837.06
2409,180804.28
2410,183387.47
2411,180244.27
2412,182899.03
2413,181643.14
2414,180208.92
2415,183378.44
2416,180779.64
2417,178079.72
2418,180486.22
2419,181929.62
2420,180793.52
2421,182797.16
2422,179666.36
2423,181244.94
2424,186592.5
2425,181008.55
2426,181511.22
2427,181836.89
2428,180466.98
2429,178566.61
2430,181343.52
2431,179433.52
2432,180701.55
2433,178516.39
2434,178353.61
2435,182482.34
2436,177730.52
2437,180532.05
2438,180509.08
2439,179956.8
2440,180714.89
2441,174173.1
2442,181240.86
2443,182164.36
2444,182044.27
2445,176361.2
2446,179802.9
2447,181581.31
2448,178446.64
2449,179032.31
2450,181944.98
2451,180199.23
2452,180582.19
2453,178295.98
2454,178118.62
2455,179687.23
2456,174738.77
2457,177237.92
2458,180583.94
2459,177678.98
2460,180303.39
2461,180244.77
2462,181526.45
2463,181129.92
2464,181868.9
2465,177979.64
2466,177156.33
2467,180833.17
2468,175754.11
2469,177385.98
2470,180794.52
2471,179827.9
2472,181720.42
2473,175322.34
2474,171514.34
2475,183482.8
2476,179884.83
2477,179461.69
2478,182508.11
2479,179770.86
2480,177329.08
2481,179083.02
2482,178385.86
2483,178772.88
2484,179948.14
2485,178893.3
2486,179184.55
2487,179622.36
2488,182933.58
2489,183438.58
2490,178652.28
2491,172000.88
2492,178319.86
2493,182045.83
2494,179180.7
2495,180601.3
2496,179377.7
2497,182015.56
2498,178601.17
2499,177718.8
2500,176177.11
2501,180784.19
2502,183179.86
2503,172856.28
2504,180791.27
2505,179663.36
2506,181990.94
2507,181006.2
2508,181948.03
2509,181528.16
2510,182355.0
2511,181706.55
2512,182863.6
2513,180035.89
2514,174929.98
2515,181046.62
2516,180928.78
2517,180729.17
2518,180691.23
2519,180714.7
2520,180278.45
2521,181040.75
2522,182903.3
2523,180347.77
2524,180506.8
2525,179819.53
2526,178558.55
2527,178720.08
2528,177973.98
2529,177371.75
2530,181754.98
2531,181339.9
2532,182712.14
2533,182407.69
2534,181034.52
2535,182019.36
2536,181043.72
2537,181054.64
2538,181315.58
2539,181443.53
2540,181641.67
2541,182171.33
2542,181317.64
2543,179499.69
2544,179171.0
2545,181909.81
2546,178855.11
2547,179584.7
2548,177740.64
2549,180385.31
2550,186513.02
2551,179461.8
2552,179818.25
2553,177077.34
2554,180490.98
2555,180428.58
2556,180538.27
2557,178549.8
2558,171655.25
2559,179897.36
2560,182251.95
2561,182276.53
2562,180414.8
2563,182497.7
2564,180286.67
2565,176377.73
2566,180760.25
2567,179281.94
2568,180084.98
2569,178754.95
2570,179944.42
2571,181294.02
2572,177414.98
2573,180683.55
2574,177068.86
2575,179673.89
2576,180392.38
2577,179112.67
2578,177492.38
2579,176539.86
2580,181555.92
2581,178241.17
2582,180410.2
2583,179092.69
2584,176577.42
2585,182863.17
2586,181787.48
2587,181542.92
2588,175364.95
2589,179855.3
2590,182583.98
2591,182479.84
2592,180031.66
2593,181669.33
2594,178535.0
2595,179363.94
2596,181621.75
2597,182290.56
2598,182355.92
2599,175043.17
2600,184176.48
2601,176864.8
2602,178707.02
2603,178562.17
2604,178251.55
2605,177691.6
2606,180251.95
2607,180422.66
2608,180824.3
2609,179435.36
2610,179357.39
2611,178906.02
2612,180169.77
2613,180940.02
2614,181768.66
2615,179311.72
2616,181910.52
2617,181646.9
2618,181253.11
2619,181177.77
2620,181350.69
2621,180517.0
2622,181111.81
2623,179912.45
2624,180664.3
2625,183403.11
2626,179619.42
2627,179948.77
2628,178667.08
2629,179521.33
2630,181125.83
2631,183013.5
2632,179869.08
2633,181907.0
2634,181946.48
2635,178969.62
2636,179369.77
2637,179858.6
2638,179928.61
2639,181755.08
2640,179987.6
2641,178663.03
2642,178862.4
2643,181132.4
2644,178783.2
2645,179841.84
2646,179968.83
2647,179925.17
2648,175708.45
2649,181728.67
2650,174376.84
2651,177277.12
2652,183657.23
2653,182889.98
2654,180823.0
2655,180808.64
2656,182861.64
2657,181222.98
2658,179913.06
2659,183331.17
2660,182439.48
2661,181276.36
2662,182937.27
2663,181582.33
2664,180292.08
2665,180826.86
2666,180412.25
2667,180075.6
2668,180989.83
2669,181146.95
2670,182262.8
2671,182208.77
2672,181242.58
2673,180771.2
2674,182388.5
2675,179525.94
2676,182032.72
2677,183362.45
2678,178933.66
2679,180338.58
2680,181520.83
2681,182615.11
2682,181591.66
2683,180975.92
2684,180961.78
2685,180631.11
2686,178710.3
2687,177571.05
2688,181660.86
2689,181119.5
2690,183294.58
2691,180639.03
2692,178996.48
2693,181105.61
2694,178264.11
2695,181272.4
2696,180604.55
2697,180884.86
2698,175811.7
2699,180581.36
2700,180311.39
2701,179294.3
2702,178801.52
2703,179042.17
2704,181236.17
2705,177644.58
2706,178017.17
2707,179759.95
2708,179532.05
2709,179660.67
2710,180738.48
2711,181688.03
2712,182578.06
2713,180374.47
2714,179099.67
2715,181023.02
2716,179451.42
2717,179510.3
2718,179499.22
2719,177071.05
2720,177329.1
2721,181302.12
2722,178011.03
2723,181116.9
2724,180877.61
2725,180715.42
2726,180854.77
2727,177976.86
2728,180356.81
2729,180670.55
2730,181479.08
2731,180663.33
2732,179757.52
2733,180647.53
2734,179360.8
2735,181565.62
2736,182189.45
2737,180755.58
2738,183189.2
2739,183619.52
2740,182403.05
2741,177999.22
2742,182215.89
2743,178925.39
2744,180877.83
2745,181723.86
2746,180610.83
2747,181905.36
2748,180130.33
2749,181558.3
2750,179702.53
2751,181591.67
2752,178529.58
2753,185049.05
2754,181044.77
2755,181307.73
2756,180261.98
2757,174876.55
2758,178972.89
2759,178288.88
2760,178429.28
2761,181373.44
2762,179995.92
2763,179946.47
2764,173298.75
2765,184492.1
2766,177988.77
2767,173226.95
2768,180644.3
2769,180223.64
2770,179791.33
2771,178013.39
2772,178854.55
2773,179057.0
2774,180250.38
2775,180862.34
2776,181770.16
2777,178288.77
2778,178969.08
2779,181034.8
2780,178526.11
2781,178339.03
2782,179762.11
2783,178745.64
2784,179721.81
2785,179899.33
2786,177079.28
2787,178741.69
2788,179622.45
2789,178410.4
2790,181608.3
2791,176908.73
2792,170591.19
2793,177741.92
2794,174832.27
2795,180371.45
2796,177682.72
2797,179604.03
2798,173943.17
2799,177453.81
2800,179805.98
2801,175102.53
2802,180472.58
2803,178720.31
2804,177025.7
2805,178710.61
2806,176658.83
2807,175665.11
2808,180737.36
2809,178632.7
2810,179983.36
2811,181168.94
2812,178332.89
2813,182631.42
2814,182014.62
2815,176479.2
2816,178973.14
2817,174856.89
2818,178863.86
2819,176724.11
2820,181554.39
2821,178044.66
2822,180158.42
2823,184039.92
2824,176312.9
2825,177394.45
2826,180339.3
2827,180997.89
2828,181968.02
2829,178991.31
2830,180954.45
2831,180311.11
2832,183211.8
2833,180923.19
2834,181707.58
2835,181656.48
2836,181522.73
2837,177400.64
2838,181499.98
2839,180642.4
2840,179939.52
2841,182053.83
2842,182900.89
2843,183079.38
2844,177259.83
2845,179701.17
2846,182015.08
2847,181449.52
2848,181103.62
2849,182095.36
2850,183349.83
2851,182589.69
2852,181854.62
2853,181842.95
2854,181188.88
2855,181185.2
2856,180964.86
2857,180823.89
2858,180720.5
2859,179012.58
2860,169723.67
2861,182073.45
2862,180984.92
2863,177462.16
2864,179410.95
2865,180031.55
2866,179768.6
2867,177282.45
2868,172358.17
2869,176460.69
2870,178006.98
2871,184271.45
2872,174809.72
2873,179970.88
2874,178696.17
2875,176735.11
2876,181114.42
2877,180028.61
2878,177900.2
2879,179924.69
2880,179484.61
2881,179086.48
2882,180754.11
2883,179153.95
2884,179951.84
2885,183121.08
2886,184438.45
2887,177907.8
2888,179163.3
2889,176180.7
2890,178330.78
2891,180086.58
2892,174435.83
2893,176043.83
2894,174698.45
2895,177355.22
2896,178991.86
2897,181233.62
2898,181298.08
2899,180434.36
2900,180525.39
2901,180472.84
2902,177965.12
2903,183398.77
2904,181807.33
2905,169935.08
2906,182425.77
2907,179179.89
2908,181520.08
2909,178809.38
2910,176871.08
2911,178245.12
2912,180990.55
2913,178137.77
2914,177277.08
2915,177871.56
2916,177198.33
2917,184716.42
2918,178189.39
2919,183409.2
